#word,k-f-freq     ,k-f-ncats    ,k-f-nsamp    ,t-l-freq     ,brown-freq   ,fam,conc ,imag,meanc,wtype
slowly,,,,,5,,,,,a
slug,10,6,7,14,,,,,,v
slug,10,6,7,14,,,,,,n
slugger,4,2,3,,,,,,,n
sluggish,2,2,2,15,,481,343,382,385,j
slugs,,,,,1,,,,,v
sluice,2,2,2,8,,,,,,n
sluice,2,2,2,8,,,,,,v
slum,8,4,5,45,,,,,,n
slum,8,4,5,45,,,,,,v
slumber,3,3,3,58,,367,386,500,,n
slumber,3,3,3,58,,367,386,500,,v
slump,8,4,7,80,1,,,,,n
slump,8,4,7,80,1,,,,,v
slums,,,,,1,,,,,v
slung,2,2,2,17,,,,,,p
slung,2,2,2,17,,,,,,o
slung,2,2,2,17,,,,,,v
slunk,,,,5,,,,,,p
slunk,,,,5,,,,,,o
slunk,,,,5,,,,,,v
slur,,,,15,1,,,,,n
slur,,,,15,1,,,,,v
slush,,,,5,,489,570,567,415,v
sly,5,5,5,23,,,,,,a
sly,5,5,5,23,,,,,,n
sly,5,5,5,23,,,,,,j
slyly,2,1,2,9,,,,,,a
smack,4,3,3,45,3,511,451,601,481,a
smack,4,3,3,45,3,511,451,601,481,n
smack,4,3,3,45,3,511,451,601,481,v
small,542,15,243,1000,47,616,402,447,563,v
small,542,15,243,1000,47,616,402,447,563,a
small,542,15,243,1000,47,616,402,447,563,j
small,542,15,243,1000,47,616,402,447,563,n
smaller,,,,,5,,,,,j
smallest,,,,,2,,,,,j
smallish,1,1,1,,,,,,,j
smallpox,2,2,2,34,,,,,,j
smallpox,2,2,2,34,,,,,,v
smart,21,9,18,477,2,602,304,396,515,j
smart,21,9,18,477,2,602,304,396,515,v
smartly,,,,,1,,,,,a
smash,4,4,4,101,,536,402,518,,a
smash,4,4,4,101,,536,402,518,,n
smash,4,4,4,101,,536,402,518,,v
smashed,,,,,4,,,,,p
smashed,,,,,4,,,,,v
smashing,,,,,1,,,,,j
smashing,,,,,1,,,,,v
smattering,,,,7,2,,,,,o
smattering,,,,7,2,,,,,n
smear,2,1,1,25,,480,355,415,362,n
smear,2,1,1,25,,480,355,415,362,v
smeared,2,2,2,,,,,,,p
smeared,2,2,2,,,,,,,v
smeared,2,2,2,,,,,,,o
smell,34,9,25,280,,582,450,477,498,n
smell,34,9,25,280,,582,450,477,498,v
smelled,,,,,1,,,,,p
smelled,,,,,1,,,,,v
smelling,5,4,5,,,,,,,v
smelling,5,4,5,,,,,,,o
smelt,3,2,2,14,1,444,475,473,336,p
smelt,3,2,2,14,1,444,475,473,336,n
smelt,3,2,2,14,1,444,475,473,336,v
smile,58,12,45,2143,4,594,514,615,502,n
smile,58,12,45,2143,4,594,514,615,502,v
smiled,,,,,1,,,,,p
smiled,,,,,1,,,,,v
smiling,,,,,1,,,,,v
smirk,3,3,3,7,,,,,,a
smirk,3,3,3,7,,,,,,j
smirk,3,3,3,7,,,,,,n
smirk,3,3,3,7,,,,,,v
smite,,,,6,,,,,,n
smite,,,,6,,,,,,v
smith,54,10,36,14,,,,,,o
smith,54,10,36,14,,,,,,v
smith,54,10,36,14,,,,,,n
smithereens,2,1,2,,,,,,,o
smithfield,3,2,2,,,,,,,n
smithsonian,3,1,1,,,,,,,j
smithy,1,1,1,1,,,,,,n
smitten,1,1,1,7,,,,,,p
smitten,1,1,1,7,,,,,,v
smock,,,,24,,,,,,n
smock,,,,24,,,,,,v
smog,1,1,1,,,,,,,n
smoke,41,10,33,545,6,596,541,615,534,n
smoke,41,10,33,545,6,596,541,615,534,v
smoked,,,,,1,,,,,p
smoked,,,,,1,,,,,v
smokeless,,,,1,,,,,,j
smoker,,,,17,,,,,,n
smokes,,,,,2,,,,,v
smoking,8,5,8,,5,,,,,v
smoking,8,5,8,,5,,,,,o
smoky,5,3,3,24,,,,,,n
smoky,5,3,3,24,,,,,,j
smooth,42,11,28,346,3,570,406,472,478,j
smooth,42,11,28,346,3,570,406,472,478,v
smoothing,2,2,2,,,,,,,v
smoothing,2,2,2,,,,,,,o
smoothly,,,,,1,,,,,a
smote,,,,21,,,,,,v
smother,,,,64,,477,377,413,367,v
smoulder,,,,4,,,,,,v
smudge,,,,27,,,,,,n
smudge,,,,27,,,,,,v
smug,7,5,6,34,,375,,352,,v
smug,7,5,6,34,,375,,352,,j
smug,7,5,6,34,,375,,352,,n
smuggle,1,1,1,35,1,,,,,v
smuggler,,,,4,,,,,,n
smut,,,,2,,330,449,426,,v
smut,,,,2,,330,449,426,,n
snack,6,4,5,15,,,,,,v
snack,6,4,5,15,,,,,,n
snag,3,2,2,4,1,,,,,v
snag,3,2,2,4,1,,,,,n
snail,1,1,1,11,1,489,579,577,346,v
snail,1,1,1,11,1,489,579,577,346,n
snake,44,8,13,62,,501,621,627,458,v
snake,44,8,13,62,,501,621,627,458,n
snake-like,1,1,1,,,,,,,j
snap,12,6,10,341,,526,420,410,373,n
snap,12,6,10,341,,526,420,410,373,v
snapper,1,1,1,,,,,,,n
snapping,9,5,8,,,,,,,v
snapping,9,5,8,,,,,,,o
snappy,1,1,1,37,1,,,,,j
snapshot,,,,25,,,,,,n
snapshot,,,,25,,,,,,v
snare,1,1,1,16,,,,,,n
snare,1,1,1,16,,,,,,v
snarl,,,,91,,,,,,n
snarl,,,,91,,,,,,v
snatch,4,4,4,185,1,,,,,n
snatch,4,4,4,185,1,,,,,v
snead,2,1,1,,,,,,,n
sneak,2,2,2,76,,,,,,n
sneak,2,2,2,76,,,,,,v
sneaker,2,1,1,,,,,,,n
sneaking,2,1,2,15,,,,,,j
sneaking,2,1,2,15,,,,,,v
sneaking,2,1,2,15,,,,,,o
sneaky,2,2,2,,,,,,,j
sneer,1,1,1,91,,398,371,494,,n
sneer,1,1,1,91,,398,371,494,,v
sneeze,,,,18,,544,563,562,382,n
sneeze,,,,18,,544,563,562,382,v
sneezing,1,1,1,,,,,,,v
sneezing,1,1,1,,,,,,,o
snick,1,1,1,,,,,,,n
snick,1,1,1,,,,,,,v
snicker,,,,8,,,,,,n
snicker,,,,8,,,,,,v
snide,,,,,2,,,,,j
snide,,,,,2,,,,,n
sniff,2,2,2,65,,,,,,n
sniff,2,2,2,65,,,,,,v
sniffle,1,1,1,,,,,,,n
sniffle,1,1,1,,,,,,,v
sniffy,,,,,1,,,,,j
snigger,,,,,1,,,,,n
snigger,,,,,1,,,,,v
snip,,,,16,,,,,,n
snip,,,,16,,,,,,v
snipe,,,,2,,,,,,v
sniper,1,1,1,,,,,,,n
sniping,1,1,1,,,,,,,v
sniping,1,1,1,,,,,,,o
snob,,,,14,,,,,,n
snobbish,2,2,2,,,,,,,j
snook,1,1,1,,,,,,,n
snook,1,1,1,,,,,,,n
snoop,1,1,1,16,,,,,,v
snore,,,,41,,,,,,n
snore,,,,41,,,,,,v
snort,3,2,2,75,,401,424,472,,n
snort,3,2,2,75,,401,424,472,,v
snotty,,,,,1,,,,,j
snotty,,,,,1,,,,,n
snout,1,1,1,3,,,,,,v
snout,1,1,1,3,,,,,,n
snow,59,13,29,372,2,615,618,597,503,n
snow,59,13,29,372,2,615,618,597,503,v
snow-white,1,1,1,10,,,,,,j
snow-white,1,1,1,10,,,,,,n
snowball,2,1,2,9,,,,,,v
snowball,2,1,2,9,,,,,,n
snowdrift,,,,9,,,,,,n
snowfall,2,2,2,,,,,,,n
snowflake,,,,3,,,,,,n
snowshoe,,,,15,,,,,,n
snowshoe,,,,15,,,,,,v
snowstorm,3,3,3,11,,,,,,n
snowy,4,4,4,35,,,,,,j
snub,,,,26,1,386,280,348,,j
snub,,,,26,1,386,280,348,,n
snub,,,,26,1,386,280,348,,v
snuff,,,,21,,,,,,n
snuff,,,,21,,,,,,v
snuffer,1,1,1,,,,,,,n
snug,2,2,2,19,1,,,,,a
snug,2,2,2,19,1,,,,,n
snug,2,2,2,19,1,,,,,v
snug,2,2,2,19,1,,,,,j
snuggle,,,,29,,,,,,v
so,1984,15,467,11712,1188,597,195,227,273,a
so,1984,15,467,11712,1188,597,195,227,273,c
so-and-so,,,,19,,,,,,a
so-and-so,,,,19,,,,,,j
so-and-so,,,,19,,,,,,n
so-called,32,12,29,88,,,,,,j
so-called,32,12,29,88,,,,,,o
soak,7,4,5,130,,,,,,n
soak,7,4,5,130,,,,,,v
soaking,9,4,7,,,,,,,v
soaking,9,4,7,,,,,,,o
soap,22,6,10,192,,594,598,600,471,n
soap,22,6,10,192,,594,598,600,471,v
soapsuds,1,1,1,18,,,,,,n
soapy,2,2,2,16,,,,,,j
soar,,,,45,,496,366,436,470,n
soar,,,,45,,496,366,436,470,v
sob,,,,352,2,516,425,483,490,n
sob,,,,352,2,516,425,483,490,v
sober,19,9,15,149,,,,,,v
sober,19,9,15,149,,,,,,j
sobriquet,2,2,2,,,,,,,n
sociable,1,1,1,17,1,,,,,n
sociable,1,1,1,17,1,,,,,j
social,380,15,123,722,16,497,242,386,437,n
social,380,15,123,722,16,497,242,386,437,j
socialist,21,5,11,17,,480,443,352,,j
socialist,21,5,11,17,,480,443,352,,n
socialistic,3,1,3,3,,,,,,j
sociality,1,1,1,,,,,,,j
socialization,6,3,3,,,,,,,n
socialize,1,1,1,,,,,,,v
socially,15,8,13,47,,,,,,a
society,237,14,101,447,10,601,335,440,,n
socinianism,1,1,1,,,,,,,n
sociological,11,5,9,9,1,,,,,j
sociologist,2,2,2,14,1,,,,,n
sock,4,3,4,96,1,578,581,553,378,a
sock,4,3,4,96,1,578,581,553,378,v
sock,4,3,4,96,1,578,581,553,378,n
socket,3,3,3,17,,,,,,v
socket,3,3,3,17,,,,,,n
socks,,,,,3,,,,,v
sod,3,1,3,24,2,433,569,467,382,v
sod,3,1,3,24,2,433,569,467,382,o
sod,3,1,3,24,2,433,569,467,382,p
sod,3,1,3,24,2,433,569,467,382,n
sodden,2,2,2,18,,,,,,o
sodden,2,2,2,18,,,,,,p
sodden,2,2,2,18,,,,,,j
sodden,2,2,2,18,,,,,,v
sods,,,,,1,,,,,v
soe,1,1,1,,,,,,,n
sofa,6,3,3,103,2,564,629,597,495,n
soft,61,11,49,549,5,590,414,476,476,a
soft,61,11,49,549,5,590,414,476,476,v
soft,61,11,49,549,5,590,414,476,476,j
soft,61,11,49,549,5,590,414,476,476,n
soft-shell,1,1,1,,,,,,,j
soft-shell,1,1,1,,,,,,,n
soften,4,3,4,150,,,,,,v
softener,2,1,1,,,,,,,n
softening,6,4,5,,1,,,,,v
softening,6,4,5,,1,,,,,o
softly,31,9,24,329,,524,363,456,477,a
soggy,3,2,3,13,1,,,,,j
soggy,,,,,1,,,,,j
soil,54,11,23,344,,516,581,566,448,n
soil,54,11,23,344,,516,581,566,448,v
soiree,1,1,1,,,,,,,n
sojourn,5,2,5,11,,,,,,n
sojourn,5,2,5,11,,,,,,v
sojourner,3,2,2,,,,,,,n
sol,3,3,3,8,,,,,,n
solace,6,4,6,16,,,,,,n
solace,6,4,6,16,,,,,,v
solar,16,4,8,8,,,,,,n
solar,16,4,8,8,,,,,,j
sold,47,11,31,432,11,544,310,408,423,p
sold,47,11,31,432,11,544,310,408,423,n
sold,47,11,31,432,11,544,310,408,423,o
sold,47,11,31,432,11,544,310,408,423,v
solder,4,1,1,3,,,,,,v
soldering,1,1,1,,,,,,,v
soldering,1,1,1,,,,,,,o
soldier,39,9,19,259,3,517,578,578,497,v
soldier,39,9,19,259,3,517,578,578,497,n
soldiering,1,1,1,,,,,,,v
soldiering,1,1,1,,,,,,,o
soldierly,1,1,1,5,,,,,,a
soldierly,1,1,1,5,,,,,,j
soldiers,,,,,4,,,,,v
soldiery,1,1,1,,,,,,,o
sole,18,11,18,80,2,473,484,462,393,j
sole,18,11,18,80,2,473,484,462,393,n
sole,18,11,18,80,2,473,484,462,393,v
solely,20,6,17,65,3,,,,,a
solemn,12,8,12,104,,453,322,392,446,j
solemnity,1,1,1,13,,361,289,314,314,n
solenoid,1,1,1,,,,,,,n
solicit,1,1,1,11,,,,,,n
solicit,1,1,1,11,,,,,,v
solicitation,,,,1,,,,,,n
soliciting,,,,,1,,,,,v
solicitor,6,3,4,10,1,,,,,n
solicitous,2,2,2,16,,,,,,j
solid,77,15,60,178,9,,,,,a
solid,77,15,60,178,9,,,,,j
solid,77,15,60,178,9,,,,,n
solidifies,,,,,1,,,,,v
solidify,,,,5,,474,363,445,407,v
soliloquy,,,,7,2,,,,,n
solitary,14,8,14,60,,,,,,j
solitary,14,8,14,60,,,,,,n
solitude,2,2,2,31,,,,,,n
solo,7,5,7,19,,,,,,j
solo,7,5,7,19,,,,,,v
solo,7,5,7,19,,,,,,n
soloist,9,3,7,,1,,,,,n
solomon,2,2,2,,,,,,,n
solstice,1,1,1,,,,,,,n
soluble,3,2,3,5,,,,,,j
solution,59,11,47,166,1,548,388,391,,v
solution,59,11,47,166,1,548,388,391,,n
solve,20,9,18,208,1,,,,,n
solve,20,9,18,208,1,,,,,v
solved,,,,,1,,,,,p
solved,,,,,1,,,,,v
solvent,5,1,1,10,,,,,,j
solvent,5,1,1,10,,,,,,n
solving,,,,,1,,,,,v
soma,1,1,1,,,,,,,n
somatic,2,1,1,,,,,,,j
somatic,2,1,1,,,,,,,n
sombre,2,1,2,,,,,,,n
sombre,2,1,2,,,,,,,v
sombre,2,1,2,,,,,,,j
some,1617,15,440,5761,419,578,286,302,303,j
some,1617,15,440,5761,419,578,286,302,303,n
some,1617,15,440,5761,419,578,286,302,303,a
some,1617,15,440,5761,419,578,286,302,303,o
some,1617,15,440,5761,419,578,286,302,303,u
somebody,57,11,40,480,87,,,,,u
somebody,57,11,40,480,87,,,,,n
somebody,57,11,40,480,87,,,,,o
somehow,72,15,62,151,10,,,,,a
someone,94,14,68,597,26,,,,,u
someone,94,14,68,597,26,,,,,o
somersault,2,1,1,15,,402,482,562,,v
somersault,2,1,1,15,,402,482,562,,n
somerset,3,1,1,,,,,,,n
somerset,3,1,1,,,,,,,v
something,450,15,222,3089,341,,,,,u
something,450,15,222,3089,341,,,,,j
something,450,15,222,3089,341,,,,,n
something,450,15,222,3089,341,,,,,a
sometime,11,8,11,164,5,,,,,j
sometime,11,8,11,164,5,,,,,a
sometimes,221,15,131,1283,32,593,,259,,a
somewhat,127,15,90,322,2,,,,,n
somewhat,127,15,90,322,2,,,,,a
somewhere,60,13,49,484,36,,,,,n
somewhere,60,13,49,484,36,,,,,a
somnolent,2,2,2,,,,,,,j
son,166,14,83,993,7,607,,560,,n
sonar,7,1,1,,,,,,,n
sonata,9,2,4,4,,313,491,441,349,n
song,70,12,31,394,1,603,514,578,539,n
songster,,,,1,,,,,,n
sonnet,3,2,2,12,,,,,,v
sonnet,3,2,2,12,,,,,,n
sonny,2,1,2,35,,,,,,n
sonogram,1,1,1,,,,,,,n
sonority,1,1,1,,,,,,,n
sonorous,1,1,1,13,,,,,,j
soon,199,15,146,1445,20,547,261,278,307,j
soon,199,15,146,1445,20,547,261,278,307,a
sooner,17,9,16,,6,,,,,a
soot,1,1,1,8,,390,563,531,385,a
soot,1,1,1,8,,390,563,531,385,j
soot,1,1,1,8,,390,563,531,385,v
sooth,,,,2,,,,,,a
sooth,,,,2,,,,,,j
sooth,,,,2,,,,,,n
soothe,2,2,2,95,,,,,,v
soothsayer,1,1,1,4,,,,,,n
sooty,,,,6,,,,,,j
sop,1,1,1,10,,259,373,294,,n
sop,1,1,1,10,,259,373,294,,v
sophia,7,1,1,,,,,,,n
sophisticate,1,1,1,,,,,,,o
sophisticate,1,1,1,,,,,,,v
sophisticated,26,9,21,34,3,446,,415,,j
sophisticated,26,9,21,34,3,446,,415,,o
sophoclean,1,1,1,,,,,,,j
sophomore,5,3,3,48,,,,,,n
sopping,1,1,1,,,,,,,j
sopping,1,1,1,,,,,,,v
sopping,1,1,1,,,,,,,a
sopping,1,1,1,,,,,,,o
soprano,6,3,5,,2,373,497,535,,j
sorcerer,,,,8,,,,,,n
sorcery,1,1,1,,,,,,,n
sordid,3,1,3,50,,,,,,j
sore,10,6,9,138,2,544,502,486,431,v
sore,10,6,9,138,2,544,502,486,431,a
sore,10,6,9,138,2,544,502,486,431,j
sore,10,6,9,138,2,544,502,486,431,n
sorely,3,3,3,16,1,,,,,a
sorority,1,1,1,,,,,,,n
sorrel,2,2,2,7,,,,,,j
sorrel,2,2,2,7,,,,,,n
sorrow,9,6,9,130,1,486,282,429,,n
sorrow,9,6,9,130,1,486,282,429,,v
sorrowful,,,,16,,,,,,a
sorrowful,,,,16,,,,,,j
sorry,48,11,36,761,97,,,,,j
sort,164,13,120,1461,663,,,,,n
sort,164,13,120,1461,663,,,,,v
sorted,,,,,4,,,,,p
sorted,,,,,4,,,,,v
sortie,2,1,2,,,,,,,n
sorting,,,,,1,,,,,v
sorts,,,,,28,,,,,v
sou,1,1,1,6,,,,,,n
soubriquet,1,1,1,,,,,,,n
souffle,1,1,1,,,,,,,j
souffle,1,1,1,,,,,,,n
souffle,1,1,1,,,,,,,n
sought,55,12,46,174,,,,,,p
sought,55,12,46,174,,,,,,o
sought,55,12,46,174,,,,,,v
soul,47,10,33,592,7,544,289,366,428,v
soul,47,10,33,592,7,544,289,366,428,n
soulful,1,1,1,,,,,,,j
sound,204,15,127,1305,16,597,502,497,438,a
sound,204,15,127,1305,16,597,502,497,438,j
sound,204,15,127,1305,16,597,502,497,438,n
sound,204,15,127,1305,16,597,502,497,438,v
sounded,,,,,10,,,,,p
sounded,,,,,10,,,,,v
sounder,5,3,4,,,,,,,n
sounding,3,3,3,,,,,,,v
sounding,3,3,3,,,,,,,o
soundless,,,,13,,,,,,j
sounds,,,,,34,,,,,v
soup,16,8,12,246,2,576,615,604,435,v
sour,3,3,3,102,,533,458,495,433,a
sour,3,3,3,102,,533,458,495,433,n
sour,3,3,3,102,,533,458,495,433,j
sour,3,3,3,102,,533,458,495,433,v
source,94,12,70,206,4,,,,,n
souse,,,,5,,,,,,a
souse,,,,5,,,,,,n
souse,,,,5,,,,,,v
soutane,1,1,1,,,,,,,n
south,240,15,95,378,49,540,347,476,434,a
south,240,15,95,378,49,540,347,476,434,j
south,240,15,95,378,49,540,347,476,434,r
south,240,15,95,378,49,540,347,476,434,v
south-eastern,1,1,1,,,,,,,j
southeast,,,,,2,,,,,a
southerly,,,,4,,,,,,a
southerly,,,,4,,,,,,j
southern,137,12,53,208,4,,,,,a
southern,137,12,53,208,4,,,,,n
southern,137,12,53,208,4,,,,,v
southern,137,12,53,208,4,,,,,j
southerner,8,3,5,8,,,,,,n
southland,1,1,1,,,230,373,224,,j
southland,1,1,1,,,230,373,224,,n
southward,8,6,6,27,,,,,,a
southward,8,6,6,27,,,,,,j
southward,8,6,6,27,,,,,,n
souvenir,2,2,2,25,,,,,,n
sovereign,30,3,8,23,,,,,,j
sovereign,30,3,8,23,,,,,,n
soviet,129,9,36,113,1,,,,,j
soviet,129,9,36,113,1,,,,,n
sow,3,2,2,79,,428,504,479,367,n
sow,3,2,2,79,,428,504,479,367,v
sown,3,3,3,,1,,,,,p
spa,2,1,1,,,,,,,v
spa,2,1,1,,,,,,,n
space,184,14,82,561,9,576,381,538,536,n
space,184,14,82,561,9,576,381,538,536,v
spacer,2,1,1,,,,,,,n
spacing,,,,,1,,,,,v
spacious,9,6,8,40,,,,,,j
spade,10,4,6,26,,513,565,578,436,v
spade,10,4,6,26,,513,565,578,436,n
spake,,,,2,,,,,,o
spake,,,,2,,,,,,v
span,19,8,14,37,1,449,352,381,340,j
span,19,8,14,37,1,449,352,381,340,n
span,19,8,14,37,1,449,352,381,340,v
spangle,1,1,1,14,,344,371,356,262,n
spangle,1,1,1,14,,344,371,356,262,v
spangled,1,1,1,,,,,,,p
spangled,1,1,1,,,,,,,v
spangled,1,1,1,,,,,,,o
spaniel,,,,5,,,,,,j
spaniel,,,,5,,,,,,n
spanish,36,12,26,,,,,,,a
spanish,36,12,26,,,,,,,j
spank,,,,42,,536,479,522,450,n
spank,,,,42,,536,479,522,450,v
spar,,,,15,,,,,,n
spar,,,,15,,,,,,v
spare,23,11,21,250,8,552,313,316,,a
spare,23,11,21,250,8,552,313,316,,n
spare,23,11,21,250,8,552,313,316,,j
spare,23,11,21,250,8,552,313,316,,v
spares,,,,,1,,,,,v
sparing,1,1,1,,,,,,,j
sparing,1,1,1,,,,,,,v
sparing,1,1,1,,,,,,,a
sparing,1,1,1,,,,,,,o
spark,12,6,9,75,,505,526,539,449,n
spark,12,6,9,75,,505,526,539,449,v
sparkle,4,4,4,114,,,,,,n
sparkle,4,4,4,114,,,,,,v
sparkling,5,4,5,,1,,,,,j
sparkling,5,4,5,,1,,,,,v
sparkling,5,4,5,,1,,,,,o
sparks,,,,,1,,,,,v
sparling,1,1,1,,,,,,,n
sparrow,,,,11,,523,629,583,470,n
sparse,5,5,5,10,,,,,,v
sparse,5,5,5,10,,,,,,j
spartan,2,2,2,,,,,,,j
spartan,2,2,2,,,,,,,n
spasm,3,3,3,18,,422,439,486,,n
spasmodic,,,,11,,,,,,j
spastic,,,,,3,,,,,j
spastic,,,,,3,,,,,n
spat,9,4,9,35,,,,,,p
spat,9,4,9,35,,,,,,n
spat,9,4,9,35,,,,,,v
spate,2,2,2,,,,,,,v
spate,2,2,2,,,,,,,n
spatial,10,2,3,,,,,,,j
spatter,1,1,1,18,,,,,,n
spatter,1,1,1,18,,,,,,v
spavined,1,1,1,,,,,,,j
spawn,,,,8,,,,,,o
spawn,,,,8,,,,,,v
speak,110,14,78,944,35,600,419,488,508,v
speaker,49,8,23,127,4,554,537,549,,n
speaking,62,13,56,25,18,,,,,v
speaking,62,13,56,25,18,,,,,o
speaks,,,,,5,,,,,v
spear,7,4,4,19,,513,584,545,403,j
spear,7,4,4,19,,513,584,545,403,n
spear,7,4,4,19,,513,584,545,403,v
spec,1,1,1,,,,,,,n
special,250,14,155,590,29,607,,305,,a
special,250,14,155,590,29,607,,305,,j
special,250,14,155,590,29,607,,305,,n
specialist,16,8,14,112,6,495,487,448,,n
speciality,,,,,2,,,,,n
specialization,10,7,9,14,1,,,,,n
specialize,3,3,3,65,,,,,,v
specialized,,,,,1,,,,,p
specialized,,,,,1,,,,,v
specially,9,5,8,69,2,,,,,a
specialty,4,3,4,38,,,,,,n
species,37,7,18,58,,,,,,o
specific,115,11,76,56,7,,,,,j
specific,115,11,76,56,7,,,,,n
specifically,,,,,4,,,,,a
specification,3,1,1,30,,,,,,n
specificity,10,2,4,,,,,,,n
specify,11,4,9,29,1,,,,,v
specimen,24,5,6,62,,512,481,417,405,n
specious,2,1,2,7,,,,,,j
speck,7,4,6,94,,477,484,503,381,j
speck,7,4,6,94,,477,484,503,381,v
speck,7,4,6,94,,477,484,503,381,n
speckle,,,,7,,,,,,v
speckle,,,,7,,,,,,n
speckled,1,1,1,,1,,,,,o
speckled,1,1,1,,1,,,,,p
speckled,1,1,1,,1,,,,,j
spectacle,18,7,16,111,,,,,,n
spectacular,22,6,18,66,1,,,,,n
spectacular,22,6,18,66,1,,,,,j
spectator,9,7,9,59,,,,,,n
spectral,6,2,3,2,,,,,,j
spectre,1,1,1,,,,,,,n
spectrometer,2,1,1,,,,,,,n
spectroscopy,3,1,1,,,,,,,n
specular,1,1,1,,,,,,,j
speculate,7,3,7,43,,,,,,v
speculation,3,3,3,71,,,,,,n
speculative,8,4,6,19,,,,,,n
speculative,8,4,6,19,,,,,,j
speculator,1,1,1,30,,,,,,n
sped,9,6,7,57,,,,,,p
sped,9,6,7,57,,,,,,v
speech,61,14,45,386,14,549,453,447,,v
speech,61,14,45,386,14,549,453,447,,n
speechless,3,2,3,40,,,,,,j
speed,83,12,52,377,3,,,,,n
speed,83,12,52,377,3,,,,,v
speedometer,1,1,1,4,,,,,,n
speedy,6,6,6,15,1,,,,,a
speedy,6,6,6,15,1,,,,,j
speer,1,1,1,,,,,,,n
speer,1,1,1,,,,,,,v
spell,19,10,16,185,10,525,376,429,,n
spell,19,10,16,185,10,525,376,429,,v
spellbound,1,1,1,10,,,,,,j
spelling,4,2,4,,3,,,,,n
spelling,4,2,4,,3,,,,,v
spelling,4,2,4,,3,,,,,o
spelt,,,,,1,,,,,v
spencer,23,2,2,49,,,,,,n
spencerian,1,1,1,,,,,,,j
spencerian,1,1,1,,,,,,,n
spend,53,15,45,680,27,,,,,n
spend,53,15,45,680,27,,,,,v
spending,41,11,25,,5,,,,,v
spending,41,11,25,,5,,,,,o
spendthrift,,,,6,,,,,,j
spendthrift,,,,6,,,,,,n
spent,104,15,84,719,27,,,,,j
spent,104,15,84,719,27,,,,,o
spent,104,15,84,719,27,,,,,p
spent,104,15,84,719,27,,,,,v
sperm,,,,,,395,578,548,,j
sperm,,,,,,395,578,548,,o
sperm,,,,,,395,578,548,,n
sphere,22,9,15,33,,457,489,562,426,v
sphere,22,9,15,33,,457,489,562,426,n
spherical,8,3,7,1,,,,,,j
sphinx,1,1,1,4,,,,,,n
spice,4,2,4,66,,518,590,592,452,n
spice,4,2,4,66,,518,590,592,452,v
spiced,3,1,1,,,,,,,p
spiced,3,1,1,,,,,,,v
spiced,3,1,1,,,,,,,o
spicy,1,1,1,13,,509,478,494,450,j
spider,2,2,2,42,,526,607,597,392,n
spider-leg,1,1,1,,,,,,,n
spidery,1,1,1,,,,,,,j
spigot,,,,6,,,,,,v
spigot,,,,6,,,,,,n
spike,2,2,2,25,,471,572,573,405,n
spike,2,2,2,25,,471,572,573,405,v
spiked,2,2,2,,,,,,,p
spiked,2,2,2,,,,,,,v
spiked,2,2,2,,,,,,,j
spill,1,1,1,74,1,,,,,n
spill,1,1,1,74,1,,,,,v
spiller,1,1,1,,,,,,,n
spin,5,5,5,56,1,,,,,n
spin,5,5,5,56,1,,,,,v
spinal,,,,12,,,,,,j
spindle,8,2,3,6,,,,,,n
spindle,8,2,3,6,,,,,,v
spine,6,5,6,50,,,,,,n
spineless,2,1,2,,,,,,,j
spinet,,,,,1,,,,,n
spinner,,,,12,,,,,,n
spinneret,1,1,1,1,,,,,,n
spinning,11,6,8,17,1,,,,,v
spinning,11,6,8,17,1,,,,,o
spinster,,,,17,,,,,,n
spiral,8,2,3,9,,,,,,v
spiral,8,2,3,9,,,,,,j
spiral,8,2,3,9,,,,,,n
spire,5,3,3,17,,309,576,541,,v
spire,5,3,3,17,,309,576,541,,n
spirit,182,14,89,611,5,518,296,450,,n
spirit,182,14,89,611,5,518,296,450,,v
spirited,8,4,7,24,,425,,426,,p
spirited,8,4,7,24,,425,,426,,v
spirited,8,4,7,24,,425,,426,,j
spiritual,64,10,32,121,,,,,,n
spiritual,64,10,32,121,,,,,,j
spit,11,6,8,51,2,,,,,o
spit,11,6,8,51,2,,,,,p
spit,11,6,8,51,2,,,,,n
spit,11,6,8,51,2,,,,,v
spite,56,11,49,457,7,459,262,405,,v
spiteful,,,,9,,419,,334,,j
spittle,2,2,2,,,,,,,v
splash,3,3,3,101,1,,,,,a
splash,3,3,3,101,1,,,,,n
splash,3,3,3,101,1,,,,,v
splashy,1,1,1,,,,,,,j
spleen,2,2,2,4,,,,,,v
spleen,2,2,2,4,,,,,,n
splendid,20,8,17,236,8,510,,383,,j
splenetic,1,1,1,,,,,,,j
splenetic,1,1,1,,,,,,,n
splice,1,1,1,18,,,,,,n
splice,1,1,1,18,,,,,,v
splint,,,,4,,,,,,n
splint,,,,4,,,,,,v
splinter,4,2,2,29,,,,,,v
splinter,4,2,2,29,,,,,,n
splintery,1,1,1,,,,,,,j
split,30,9,24,119,4,514,417,445,,o
split,30,9,24,119,4,514,417,445,,p
split,30,9,24,119,4,514,417,445,,n
split,30,9,24,119,4,514,417,445,,v
splitting,,,,,2,,,,,v
splurge,1,1,1,,,,,,,n
splurge,1,1,1,,,,,,,v
splutter,,,,3,,,,,,v
spoil,3,3,3,286,2,,,,,n
spoil,3,3,3,286,2,,,,,v
